1fQaoh3imrMunWVZh5kf90,Shepherd of Fire,323800
5anCkDvJ17aznvK5TED5uo,Hail to the King,305906
4OyfdJiHM6sbfkFmRLrygg,Doing Time,205933
2NImo2MajNai4CLk35wMut,This Means War,369293
2QecHpp1nzPMwo95fwxZ9h,Requiem,261573
28JSZ4KyzDXnnC2XnJX1db,Crimson Day,297453
31sv85yD7zbD6X9B2FHpxy,Heretic,295213
3vYP5IgBfHv9nWbNhTq3IS,Coming Home,385400
4BqYQ1WQ0GFE1xmIaduKLi,Planets,356306
7yOHHVY8AhsNt297yEcHVE,Acid Rain,400933

4UEo1b0wWrtHMC8bVqPiH8,Nightmare,374453
0jqblvsI9LBY4irmLVqqEO,Welcome to the Family,245573
7pS3O75hJnthHr64tlpqPn,Danger Line,328386
4veeNpXDK1YRHMTJ1Cppsg,Buried Alive,404386
5o8OdhjVZSF2wCj7M8UpMN,Natural Born Killer,315173
7Hr1Ignop7cymbE3FbOtXa,So Far Away,326813
031uTUhyy6xmDJqmeWJBi9,God Hates Us,319186
4H2x38N2IZAkZZM69WD1SH,Victim,449720
1I5RmSqq96UQnjT9EKGMso,Tonight the World Dies,281226
3b3eu3uMp1b9xPOHbfSwBi,Fiction,307986
53jogSv23P6DFcOHcZrDs9,Save Me,656493

4VymMhILk4DSwghPkLUPVS,Critical Acclaim,315173
0DkmhHO4yyqCJFjosmmWPU,Almost Easy,234093
297d7PwfSFHQXCjqqDXQT2,Scream,288520
7zAt4tdL44D3VuzsvM0N8n,Afterlife,352426
7MOQrtXMNImAq5TrPZzC0w,Gunslinger,251533
63KJgtNcHRii4aHvUlmtSx,Unbound (The Wild Ride),311866
3H2VmsXSSxjIv1UUPEQ30d,Brompton Cocktail,252640
0EtXiKDaHJcVFFvhWpSfiN,Lost,301506
1BLfQ6dPXmuDrFmbdfW7Jl,A Little Piece of Heaven,480706
2FML7gk7ac6quGFIjvkDb3,Dear God,393480
1Jw12tFlAf6iLFrSGBNAj4,Almost Easy - Jam-Along Version,235846
5PkuqYwQIVhNJQTuudLISJ,Bat Country - Live at Hammerstein Ballroom,364480

39zWYYZStDgWi32sOU9AX4,Fear Inoculum,620101
03sEzk1VyrUZSgyhoQR0LZ,Pneuma,713191
4qE9yOgBNsARadpZTAb6RH,Litanie contre la Peur,134490
2xKDKtJBLDPd7BF3VmSQQO,Invincible,764456
48C0O5CXfQdfjUCUhOs1YP,Legion Inoculant,189979
0aTiUssEOy0Mt69bsavj6K,Descending,817832
3gPxMQWDMSEyPXMtzbcDdQ,Culling Voices,605369
3VcEEhf6NL8oq2e1IxFUVM,Chocolate Chip Trip,288198
0gGfmw4csswZmFPj9YK8GW,7empest,943528
5aDylkK93g6SvfTPJTXq4L,Mockingbeat,125938

65ShmiE5aLBdcIGr7tHX35,Vicarious,426680
2gbPu2QNqhnnqtfK3yyeZ0,Jambi,448613
1BDuMlv8zbeBmwFEBmE6N9,Wings For Marie (Pt 1),371440
4OhqsmPMreC0EFCo3OmDSm,10,000 Days (Wings Pt 2),673773
1lATXTBJDHwawvT1UfxWu3,The Pot,381946
7dP42zpNCIsEHlnRLZGo0i,Lipan Conjuring,71053
0PLtBp8VchqMaJMl4abJaZ,Lost Keys (Blame Hofman),226266
0D8l86LXxKcgKAO17DfQsl,Rosetta Stoned,671360
2ae6mkuD2gJnJQADl488et,Intension,441253
0NLDZzVke3Qu7vDhWyGzRk,Right In Two,535800
1A00hgLu1S7Q3GNMAjs5mX,Viginti Tres,302786

6ZsZxNP4Iwdyp3kd5oFFQN,The Grudge,515080
5aVJ5rv7ghWSkQaqP726tE,Eon Blue Apocalypse,64293
0Klbxk3g96Qae4DbCnUNcT,The Patient,433920
4KVTRIZIj1WWIxitbREDnK,Mantra,72680
55mJleti2WfWEFNFcBduhc,Schism,403533
3EeoMkZF8NhX9FdCSxG8MB,Parabol,184573
1vxu8vMNshg5J8z3oA7QJZ,Parabola,363680
0Cnx6PGogxIE2RnDcnoeK8,Ticks & Leeches,487546
7tvuLLroI0n6uYBWuFig5d,Lateralus,562706
1FRlNrHd4OGNIEVgFuX9Fu,Disposition,286266
0R7HFX1LW3E0ZR5BnAJLHz,Reflection,667960
2D9rd6TIpqmDkog5Mx8kxl,Triad,395906
3oEgMtjTzGgXTFdO0IW2M7,Faaip De Oiad,161173

0pwObEOHolQZSldJ2q1wpy,Stinkfist,312120
0RVFjx2HwbHcl5SCSADpFP,Eulogy,505146
5fYzuUxtcaJaRRaxMoM2DT,H.,367133
5Ca9qZBftB2kGmuUOoJoea,Useful Idiot,38760
6AioOohg4bQZFA4jIYQQ2r,Forty Six & 2,363066
13aTOYQ4xvj84VACPu9zur,Message To Harry Manback,113226
3S4G4SL15Cp4CvAfmye8um,Hooker With A Penis,273826
56IPgOpV9w1suGl7Lu9qeZ,Intermission,56000
09KJ3XQZ9RQ5prbSp59Wbc,Jimmy,324426
2uzCJ4ckvFhv6F9Q1CMkys,Die Eier von Satan,137360
4CbHM5bpfOfMNxNgVDHJRw,Pushit,595613
6xttnk5U2VMVCaihaD0RPE,Cesaro Summability,86226
0nLOl4fSiBZKGFla5pLUtf,Ænema,399266
0KCdkjFn7as5rME8dInqGQ,(-) Ions,240573
2Dqg2mRbfIVKhBZleNrgmH,Third Eye,831440

2cF1W1G0sERJu0Y49tGjnx,Intolerance,294026
6bBfqZW47dwndIfYQcB0VR,Prison Sex,296320
6DyywdbmTzlmXBzG9ym7Rt,Sober,306853
46XOHK5QfCC83yg5SOGjZk,Bottom,433813
1KCndc1SfLo9i9YWXdjy9D,Crawl Away,330426
5q4L6JyoEY3VN5pOSbgjS8,Swamp Song,331853
4Wvnm0J3Zz9cmMdEMMghGA,Undertow,322016
1LXQ7xqksXo4q4r5oCxW7M,4°,362889
1ZzzgXjX1bHroTSMoShdMe,Flood,467853
4rEMNX61UlQInnHB8f3SX1,Disgustipated,947002

6iQDmWrbrMQ0vPfbKqqvKU,Opiate²,594048

3vjHuVFZGC0Bm2Ud0wNpgs,Sweat,227173
1icudzJCEUyjOVYzw7emST,Hush,168293
2iL5ns7JhMGFSGpfQ3HQ6k,Part Of Me,197733
7ajn3mKu2DP8CoqzpHEr1d,Cold And Ugly - Live,249200
3jK6mKpZLZSIPZRNCYIm3Q,Jerk-Off - Live,265000
6jxVSzwyQflnOfFp7f5EaO,Opiate,510586

0sI3piBYNKAVaw7vAPidxg,Intro,117160
4CzNhEAJjxUqwwVE8SMK9X,Starting Over,242133
3t1BWDwVL3N8W3upXj9GLA,Bitch We Got a Problem,202933
1Yt9WK0Xqkz3yTXZgGkXx3,Evolution,217506
2M6uUbcQUMOt6BgJzc83Pu,Hold On,185533
47f4k3llewNjvCcSIjBX6k,Kiss,249733
2vHlfUtURmOdqOV7N5ecWb,Do What They Say,257092
0Xw322oYDGdU0b2Wals72x,Ever Be,288733
1WXJYyUzpRISfKbFMwSVIz,Love and Luxury,180906
0iWU1GeKXuDen8NLFDn72J,Innocent Bystander,207960
5uYG7kh2GJoxRjR54mG9xY,Killing,216466
6JMOwizurzg773CaCmAn8d,Hushabye,232440
38E66O2MXMTy6h4BdwmwJ1,I Will Protect You,332693
5G5mQxQYtYk5LhxxW1JmVD,Sing Sorrow,273375
3PgK8DK9jZSYR17OEUDjJb,Overture or Obituary,182625

1WHcosWgvI6RraqBiINOqd,Start The Healing - Requiem Mass,219200
1AEbkplFNpAzKS5HjC1Fu9,Lost In The Grandeur - Requiem Mass,240591
4J4RSwxdNA6tXNFpADDnzk,Hopeless And Beaten - Requiem Mass,250846
5RzSW2stF7R6pQUCIlz7dH,Worst Is On It's Way - Requiem Mass / Live,244089
7hNS2sAqsV7SuiiTPAOs2Q,Let The Dark Do The Rest - Requiem Mass,244158
0mQ0VvgdC6nM6AfGEBFJzo,Forgotten,197223
7Jzn5NmQ9xEImNEIb0r1x4,Let The Dark Do The Rest,219614
3cWMX3FQBFEgtuyQFSftyl,Start The Healing,208043
3Lu42QEm6Zf5MsL3iO3uS9,Lost In The Grandeur,230020
2xrM7gB6oFzxvCSGqvuVgq,Disconnect,206811
71rJIhyIezhdD1FAlP7yfr,Hopeless And Beaten,239078
1rv294WqAuD6z3sKsLc9Mb,Penance To Sorrow,200562
04TNQIxccOTrhxCQwAPLkR,My Confession,214792
28I96UgAhxxLE3P0mCeUYw,Worst Is On Its Way,243531

00BBwHjAf8WWq4HcOtEJO1,Forgotten,197213
7aZsMvEdZBsZHUG3OGbPpD,Let The Dark Do The Rest,219613
3DRSkg7t5Jpa86TPIFGxBr,Start The Healing,208053
4frc8rYiPP7oHmxEMh3LHR,Lost In The Grandeur,230013
4R84gKg4DKxRbF5imHOtQx,Disconnect,206813
5bymy65Ib3r2sXBWmqyMiE,Hopeless And Beaten,239080
22fTnFLkgHmV1qGLP1cihy,Penance To Sorrow,200560
0woztnLOK7ChomZkGADv5u,My Confession,214800
4mvAZT5CKaKZjvNGmjoHRA,Worst Is On Its Way,243560

0IQEb8COH2gimdm9n7bBK1,The End Begins,90720
5KVISJL93AgXcQG0WRJ3Gq,Cold,225731
0xcF2mC6MktbXOT7kRiXoF,You'll Never Find Me,220880
3PpoBKcbnoGQudHGkwJA4C,The Darkness is Revealing,220054
324feiafM58soZXlBMVT1u,Idiosyncrasy,278925
4TQMrjNglepW8qyG9WOhld,The Seduction of Indulgence,102885
2l8w820sB8uOrrWwyNlzaZ,Finally Free,233420
5VXeawVov6ikGAaT0If8n9,Can You Hear Me,172867
4QJF3PvtxWQ4LVOTmjTPC8,The Ringmaster,180724
452Q1DpbgvxBGidPqYICcc,Gravity of Discomfort,214848
3CrRFQfOIek5ImjatYqfx0,H@rd3r,287363
6Um6eK3ODYd8Our3PnJUEf,This Loss,281182
1pGOKSBqXhwkREvVYdrA0w,Surrender to Failure,141086

3bVwfHr4vuJv6DGZal2Dpq,Insane,230053
5PCKCffFrcyUvnhxJoPlK2,Rotting In Vain,213000
1wYXIhJXqlIAGS6sbzpTL6,Black Is the Soul,241146
2hfprXDHkcjKa2MQOhx1GA,The Hating,262733
3ns1Hn52RB28zGVHiFvz7W,A Different World (feat. Corey Taylor),200960
3cdaqIaPz4QMr8lTu4PYrv,Take Me,180160
1Ba8Xug4v3yg9k5CPX86OQ,Everything Falls Apart,257093
6hfgguy5SkSwFX3BZLHJVa,Die Yet Another Night,268586
3XzFcZXeGbOEmUtEZldz71,When You're Not There,204746
2rk4pGqvwuF3poKGI0R2tC,Next in Line,208386
7mIdiI7RYJIu0uUvzemK7Q,Please Come for Me,173533

6dFIesZAaCklqgrwSvBfSc,Prey for Me,217096
5OmzGWHdwnWtMhhE2qcf0K,Love & Meth,243659
6ssZnMv4BHUEHGTMVN7iF8,What We Do,247029
3W1UxIqauH7LtE0J6kVa6b,Spike in My Veins,264444
4E6HkWmVZAcIQzCrvBKPs1,Mass Hysteria,244335
2FwISmna7UfcIq1Ukpa5gc,Paranoid and Aroused,214220
3VyLEtJEw1ydhhdJIA7eON,Never Never,221001
1jcE5qUZl929FxC8kpKjgs,Punishment Time,240905
6xH7taU9yRgNdx2iNtz9Bu,Lullaby for a Sadist,258560
0zoB6a1stLGnqkzgmaZ9Bq,Victimized,215719
7llTmxhfgFdwzubx8QwHAu,It's All Wrong,211100
0bpZrtdbpFSB1jbXXPU7Lp,Hater,233389
4WNXV6bq6HWrQLa8fmIYje,The Game Is Over,221324
5GNDXYy4NEzqa6uLMe3EtT,Die Another Day,223991
1VJDyFms5zfgsJnw2cm6xr,Love & Meth (Live from London, 2014),250449
5perE7qvlaVvFnGnZrBelb,Here to Stay (Live from London, 2014),293439
6AjIReRkWSPtWUtuD6g2XB,Get Up (Live from Moscow, 2014),247130
0vdQIclxZZeJ48lkQhzVfE,Never Never (Live from Moscow, 2014),260265
6uH7dhYsLL3kKqfIIaPVvG,Got The Life (Live from Denver, 2014),242547
0L7IeD0TaxWwmvNBJfwnYS,Another Brick in the Wall (Live from Denver, 2014),565597

6vM7M5xQvKw0LrMDcmpcwo,Prey for Me,215993
48uaejgyT6V4MTtcsMNsOt,Love & Meth,243106
1y7i57QzhqKbDEC8FRReFq,What We Do,247029
1wzZLs3oFoMcSbf1nEzhLm,Spike in My Veins,264862
4mMoQoqVLfAeRr5pjoEiaI,Paranoid and Aroused,215220
3nqFO8zihpUA6s3pyUMzZJ,Mass Hysteria,244335
2vMZ3HdWC8vYVwngFfvIi7,Never Never,221001
7g7Nn5AqXUXaw97CA8oqBJ,Punishment Time,240905
5Z8O25Vp72a47tWmQFjSMv,Lullaby for a Sadist,258560
26It847QGg6qm5l4F40GhZ,Victimized,215997
4XN5mgxsmqBowmF8eXPPzQ,It's All Wrong,211621
49jFWSRzl7YO93F0oVTko7,Wish I Wasn't Born Today,183266
7snTuhkNNCIszRGiKgYkjI,Tell Me What You Want,182956

2cun5UwgipBfm97fY8KDA0,Chaos Lives in Everything (feat. Skrillex),227360
5RW5hj17NQRutso3HxOMhB,Kill Mercy Within (feat. Noisia),215160
3dNpMfQJ6L9eLeLA2NiJDD,My Wall (feat. Excision),175253
65XY6Cx0263J5BPnY8mPyE,Narcissistic Cannibal (feat. Skrillex & Kill the Noise),190706
63JaNr8PnlN7hjKUBJAtus,Illuminati (feat. Excision and Downlink),196613
3eEf2haynTmhqQHyvUHrbr,Burn the Obedient (feat. Noisia),158320
3319lMIfQO778BanNaC6xq,Sanctuary (feat. Downlink),204120
4mXgdAz5VRIgy1DheEH6jP,Let's Go (feat. Noisia),160520
25EgA1A1OZBRw25Mjyw08g,Get Up! (feat. Skrillex),222640
2zi7hVgw3woMxQb7Fm9Bs2,Way Too Far (feat. 12th Planet & Flinch),229106
3EhF7Oy09xthGyV4CluWdd,Bleeding Out (feat. Feed Me),291200
5XzomQPAZaX93f3f5yqfD0,Fuels the Comedy (feat. Kill the Noise),169240
0tTlBL0ndZE2Z6Ly83mS2c,Tension (feat. Excision, Datsik and Downlink),236800

6N3U0KFubqeC6MZEZUP2Ah,Chaos Lives in Everything (feat. Skrillex),227360
6EZgFT3rgKtMNIykIFzris,Kill Mercy Within (feat. Noisia),215160
6o5fNFRWcPavP5oh6jACnN,My Wall (feat. Excision),175253
6NwgbXJOrz4fDio1yeWY91,Narcissistic Cannibal (feat. Skrillex & Kill the Noise),190706
6b9cpufJ83nrbJbxiN5uMD,Illuminati (feat. Excision and Downlink),196613
6Jqy4pnuAV92XtnPk2n60c,Burn the Obedient (feat. Noisia),158320
32z3JFEOi75MKmoKPtcyl1,Sanctuary (feat. Downlink),204120
58K1gPYPfiS8mCxJKkgnfW,Let's Go (feat. Noisia),160520
4w22dIAwQmYAnbjhvs5dkp,Get Up! (feat. Skrillex),222640
2kscFL4a77JEOLApHWA8o4,Way Too Far (feat. 12th Planet & Flinch),229106
0YJJQUje32s6u80U3ORypT,Bleeding Out (feat. Feed Me),291200

3r2F9UftJAFykQyOcumuma,Uber-time,88560
40jCPYWzUkcqwSL7EzUfDW,Oildale (Leave Me Alone),283093
0PxZ9mMHdTa612b6TBwHTP,Pop a Pill,239506
5nIhgfeYqP0CpotqdNgHwW,Fear Is a Place to Live,189306
3sSPUoL8XqcYApxbSVb25z,Move On,228053
1TQ0yJXxWVGcPsOFoi069c,Lead the Parade,264840
3Vy1Nknw7cypFgWMTLTDp0,Let the Guilt Go,236093
0DvcY2GZmcAAU9eB0kghaR,The Past,305506
0SEgQsnclm7brY6kT4QTjt,Never Around,329786
7JSkuWH5flEv9Qul4ee2R1,Are You Ready to Live?,238653
5XJ8fKMCxnOsAXjwwbdwea,Holding All These Lies,278173
376iEY4FZekKnlLxbGOvLe,Trapped Underneath the Stairs,260560
7r53NmButdZVgRwJOFrXTh,People Pleaser,425173
66XEGt4an9ToODiOzqf5qv,Blind - Live [Explicit],328506

1PcANFoqnDsexSHXpWrn8Q,Adderall,340400
6rsoBvxrlxdmqJyGPPciyq,The Dying Song (Time To Sing),203586
5jeh4hwbQJnnAJHZV9fqeo,The Chapeltown Rag,289226
5ih5d9WJSI7Hxz0KIPJPY2,Yen,283786
60knpe02nSLudHQYX2FZBI,Hive Mind,315906
6AUfiRcpnffzH1KhI121f1,Warranty,231146
0qFBuG34m8V4LMgYUMYPV7,Medicine for the Dead,376226
297TiFDfq3OyRYQyMk5OdA,Acidic,290946
7d0XwaQbPLT8tPX81uRYMv,Heirloom,211320
38YxfCfUuQJU4r4pe3jeYb,H377,263093
3b3boZLiT0Q5aruT45oITP,De Sade,339840
6hqys5tmolP7EU6ZNP981s,Finale,307040

5Oca13ac6cZ0hwZAs1SXse,Insert Coin,98746
5mpUKTdskZea0gStWzeHUZ,Unsainted,260773
7I6p0xNYahHpUUXj785URX,Birth Of The Cruel,275839
2YkDmUfSC7bZpH3DHvvuxh,Death Because of Death,80625
56fiFTRrSiHHH3gBeaTg2P,Nero Forte,315177
3XFaGEb6daqdj39ThpJ2XI,Critical Darling,385818
4wOgNWU6Y6mixNZcimJqDv,A Liar's Funeral,327392
4SsgF844NGbl7UFcymqWKy,Red Flag,251697
5Alg8C9HBdmTqzo6n3Itvn,What's Next,53796
3ViTZxW9satrTEMRu1GCLV,Spiders,243773
0ipTpoDQ06S5iI4RRQFQjx,Orphan,361573
1ZGOCNA6FyUWENWHYhjEzl,My Pain,408240
06AojtTNdRQ1fB80VbB1g2,Not Long for This World,395681
6WCkyaVmut83CtBFEUhDo4,Solway Firth,355540

6t2zHC93kIhEX5ivNUP6j0,Sarcastrophe - Live,290746
6Upa5dLGQxULfwSCsKfepQ,The Heretic Anthem - Live,237680
4rV0sUc2H8N88d1poViBf2,Psychosocial - Live,276093
6HHR6to1sWBUmNIcXe1lJ6,The Devil In I - Live,384226
2moo5RtZ9JsTwdpQPqDX1W,Me Inside - Live,188720
60FHQyrboSoOgT1si8eWew,Vermilion - Live,322306
4H8sWlzBB0pnCgEG68VPph,Wait And Bleed - Live,164680
3jto09NvNXh362ATmsIYmN,Prosthetics - Live,373973
2st09UwpuTJplbZo74btnx,Before I Forget - Live,266786
0eWsCdJ8ZFFxDrBztAwKzZ,Eeyore - Live,186066
4b224oNVsda1doe1CQAwou,Duality - Live,254026
56oMr7G3BL7ej9yyNs5dAt,Custer - Live,277000
0b14oEkb9QYaqKMcC1Mdjc,Spit It Out - Live,411933
2NBOlRGX3HQQuHoTrmhxUh,Metabolic / 742617000027 - Live,285080
5NlPCCjdKOKRWMpHAh5gUy,(Sic) - Live,251200
1y2OtZRDvum1h13RpZakHp,People = Shit - Live,320746
23o9F2gg3MQuWttnpjVBbn,Surfacing - Live,303600

1RATRzrRf7DBCFbkYIlGTe,XIX,190146
6IQdurAwr84AhnVWnrxrDP,Sarcastrophe,306080
2qfLaOWD7bB4J1Val3vO4K,AOV,332906
5hheGdf1cb4rK0FNiedCfK,The Devil in I,342821
6AAZigYqOch79lKcrSBOv0,Killpop,225066
7yzFUknHiad4kRBfHq2ki1,Skeptic,286560
4V3E6xAnGspUos2Sx74w6n,Lech,290426
0GXmTWQBqvNZwpcfNeijlt,Goodbye,275133
4vCG26vd7hzGdLq84pl1tf,Nomadic,258360
0Ud0WfZOV5JGgSgagaGS2v,The One That Kills the Least,251520
3GiJq4AQK7324mfIQbpiTf,Custer,254466
1Xp8idJ4Eqj083ZA86L35q,Be Prepared for Hell,117933
2ugAOltSeiFqKHItLMKFK3,The Negative One,325171
1JP26wqamuPK9rdwF126rQ,If Rain Is What You Want,380906
57WMQgEqr9lRCCuy6eiQEq,Override,337266
1y2Eef8fVUIaqTrPPmIowD,The Burden,323293

0rA9HonPSSxTbPJkB81Qqh,742617000027,36049
1g8lVIsEkDaGD1nKw6fwUb,(sic),199880
7MEHTWzEi3z7P2jEWAcdHZ,Eyeless,236360
2gscB6kDOmrv1P6qs2KXE3,Wait and Bleed,147840
0iget4icTqUya9wtpvCTF2,Surfacing,218093
2W2eaLVKv9NObcLXlYRZZo,Spit It Out,159773
2cKZJAxbepebrKMdkggWHg,Tattered & Torn,173866
3Lkm8fyUksuC8hr9I35nio,Purity,265453
0SNybMfb3uFISmnYrIt7Gs,Liberate,184306
5huA9m9CJ56zZoTDrMFrtm,Prosthetics,298333
0zy365BwajyyRj9NR3FVOU,No Life,167373
1bP6IrpTjvGTwwiPGTKPDq,Diluted,203026
7zqAlcQISqWyFgnmc5HTi5,Only One,144506
2a0FGkbCFcm72siM9WlruO,Scissors,503427
5vXvPwssqO8YKhMAhlAk94,Eeyore,167821
2dNuTNTVlUGTTofqJCCrXU,Me Inside,159426
5GOfjX6UN5yyDkMGl8nrnn,Get This,123400
6ftph4VaiX6aG2NwZUWd3q,Spit It Out - Hyper Version,144706
1kjFhNb3ppXTVOSWKIPTRI,Spit It Out - Stamp You out Mix,158013
2YUvTcrxdwxsAhuEucitV5,(sic) - Molt-Injected Mix,207306

6MD0Qj81tJbQHx2rCHYIP3,.execute.,108560
5rAIqtGPZNiCojmpRjuZW5,Gematria (The Killing Name),361533
4g3QZlvz39UllCcRXDZ0Do,Sulfur,277800
2MvIMgtWyK88OiPi0J8Dg3,Psychosocial,283400
